0.423703 0.992426 1.969728 0.486474 -0.371494 -0.938950 -0.379810 1.078837
0.847406 0.844735 1.582493 0.321786 -0.947293 -2.075577 -0.566477 2.350804
1.271109 0.453909 0.714975 0.071722 -1.214044 -2.616744 -0.107723 2.886669
1.694811 -0.050680 -0.383394 0.014956 -1.220525 -1.672526 0.352234 2.100260
2.118514 -0.569988 -1.108306 0.155323 -0.011677 -0.014442 -0.012423 0.022344
2.542217 -0.572445 -1.129740 0.160401 0.002656 0.000461 0.019783 0.019966
2.965920 -0.574512 -1.144105 0.163904 0.000279 -0.004979 0.003670 0.006192
3.389623 -0.582095 -1.161072 0.168692 1.172049 0.918360 -0.246818 1.509306
3.813326 -0.075319 -0.788942 0.062810 0.644760 2.696502 -0.095150 2.774148
4.237028 0.210112 0.341356 0.016067 -0.408007 2.456861 0.414842 2.524822
4.660731 0.052583 1.387956 0.192919 -0.655049 -0.824602 -0.186385 1.069484
5.084434 -0.210566 1.049301 0.114537 0.631019 -1.085857 -0.171919 1.267607
5.508137 0.068070 0.596779 0.036078 -0.000000 -0.000000 -0.000000 0.000000
5.931840 0.081529 0.607004 0.037510 -0.479736 2.927841 0.701252 3.048632
6.355543 -0.132797 1.856796 0.346532 -0.921067 -0.039460 0.087757 0.926079
6.779246 -0.533485 1.853548 0.372025 0.664273 -2.290927 -0.681883 2.480841
7.202948 -0.264854 0.900251 0.088060 1.546639 -4.012430 -0.002104 4.300196
7.626651 0.376740 -0.777473 0.074640 1.486591 -3.528901 1.307625 4.046353
8.050354 1.011243 -2.251784 0.609314 -0.075850 0.676770 -0.228227 0.718232
8.474057 1.000000 -2.000000 0.500000 -1.549874 2.026201 -0.959979 2.725648
